2HMI,2.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,1.2,
2OOB,2.0,2.0,2.0,2.0,1.0,1.5,1.6666666666666667,1.5,
2Z0E,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,
3BP8,2.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.4444444444444444,
3D5S,2.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,1.5,
1AKJ,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1BVN,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1E4K,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1EER,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1EFN,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,
1EWY,2.0,2.0,2.0,2.0,2.0,2.0,1.875,1.8181818181818181,
1FSK,2.0,0.0,0.0,0.0,0.75,1.0666666666666667,1.1818181818181819,1.0344827586206897,
1GL1,2.0,2.0,1.3333333333333333,1.2,1.5,1.6521739130434783,1.6470588235294117,1.6444444444444444,
1H9D,2.0,0.0,0.0,1.0,1.3333333333333333,1.3333333333333333,1.5,1.6363636363636365,
1I2M,2.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,
1I9R,2.0,2.0,2.0,2.0,1.0,1.3333333333333333,1.5,1.6,
1J2J,2.0,2.0,2.0,2.0,2.0,1.8823529411764706,1.84,1.7575757575757576,
1JTG,2.0,2.0,2.0,1.0,1.0,0.8571428571428571,0.9090909090909091,0.8571428571428571,
1K4C,1.7777777777777777,0.0,0.0,0.0,0.0,0.8888888888888888,1.1851851851851851,0.8888888888888888,
1KLU,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1KXP,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.8,
1MLC,2.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.5263157894736842,
1NW9,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.6666666666666666,
1R6Q,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,
1TMQ,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1UDI,2.0,2.0,2.0,2.0,2.0,1.7142857142857142,1.8181818181818181,1.8571428571428572,
1WEJ,2.0,2.0,2.0,1.3333333333333333,0.75,1.2,1.0909090909090908,1.0666666666666667,
1XQS,2.0,2.0,2.0,2.0,1.3333333333333333,1.6666666666666667,1.5555555555555556,1.6666666666666667,
2ABZ,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,
2AYO,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
2B4J,2.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3333333333333333,
2I9B,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
2IDO,2.0,2.0,2.0,2.0,1.3333333333333333,0.8,0.8571428571428571,1.1111111111111112,
3SGQ,2.0,0.0,0.0,0.6666666666666666,1.3333333333333333,1.0909090909090908,1.0,1.1818181818181819,
1A2K,2.0,2.0,2.0,2.0,1.0,1.3333333333333333,1.5,1.6,
1AVX,2.0,2.0,2.0,2.0,2.0,1.8461538461538463,1.894736842105263,1.7692307692307692,
1AY7,2.0,0.0,0.0,0.0,0.5,0.2857142857142857,0.36363636363636365,0.42857142857142855,
1BJ1,2.0,0.0,0.0,0.0,0.3333333333333333,0.8333333333333334,0.8888888888888888,1.0,
1DQJ,2.0,2.0,2.0,2.0,2.0,1.25,1.0,1.0,
1EZU,2.0,2.0,2.0,2.0,1.0,1.5,1.6666666666666667,1.75,
1GCQ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,
1GLA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,
1GRN,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1HE1,2.0,2.0,2.0,2.0,2.0,1.0,1.3333333333333333,1.3333333333333333,
1HIA,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1JZD,2.0,2.0,2.0,2.0,2.0,2.0,1.5,1.6,
1K5D,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1K74,2.0,2.0,2.0,2.0,1.0,1.5,1.6666666666666667,1.75,
1MAH,2.0,0.0,0.0,0.6666666666666666,1.3333333333333333,1.2727272727272727,1.25,1.2380952380952381,
1OFU,2.0,0.0,0.0,0.0,1.3333333333333333,1.6,1.75,1.6,
1OYV,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.7142857142857142,
1PVH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,
1R0R,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1S1Q,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.3333333333333333,
1US7,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
2BTF,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4444444444444444,0.6666666666666666,
2C0L,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
2FD6,2.0,2.0,2.0,2.0,1.5,1.5,1.4545454545454546,1.4666666666666666,
2I25,2.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.47619047619047616,0.6428571428571429,
2J0T,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
2OUL,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.8181818181818181,
2SNI,2.0,2.0,2.0,2.0,2.0,2.0,1.8333333333333333,1.875,
3CPH,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.3333333333333333,
1ACB,2.0,2.0,2.0,1.3333333333333333,1.4285714285714286,1.5384615384615385,1.5789473684210527,1.6,
1AHW,2.0,0.0,0.0,0.0,0.0,0.8,0.8571428571428571,0.6666666666666666,
1ATN,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1BUH,2.0,0.0,0.0,1.0,0.8,0.8888888888888888,0.7692307692307693,1.0588235294117647,
1D6R,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1E6J,2.0,0.0,0.0,0.4,0.5,0.5833333333333334,0.5555555555555556,0.5106382978723404,
1EAW,2.0,2.0,2.0,2.0,2.0,2.0,1.8620689655172413,1.6923076923076923,
1FQ1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1GPW,2.0,2.0,2.0,2.0,2.0,1.0,1.3333333333333333,1.5,
1I4D,2.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.8,1.0,
1IJK,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,
1IQD,2.0,2.0,2.0,1.3333333333333333,1.6666666666666667,1.8181818181818181,1.875,1.619047619047619,
1JWH,2.0,2.0,2.0,2.0,0.6666666666666666,0.8,0.8571428571428571,0.6666666666666666,
1MQ8,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1N2C,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1N8O,2.0,0.0,0.0,1.0,1.5,1.75,1.8181818181818181,1.8666666666666667,
1NCA,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8,0.6666666666666666,
1PPE,2.0,2.0,2.0,2.0,2.0,1.813953488372093,1.75,1.7411764705882353,
1QA9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1RV6,2.0,2.0,1.0,1.3333333333333333,1.0,1.2727272727272727,1.0588235294117647,1.0909090909090908,
1WQ1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1XD3,2.0,2.0,2.0,2.0,2.0,1.7647058823529411,1.76,1.8181818181818181,
1Z0K,2.0,2.0,2.0,1.0,1.5,1.7142857142857142,1.8,1.8461538461538463,
2HLE,2.0,2.0,2.0,2.0,2.0,1.6,1.4285714285714286,1.5555555555555556,
2NZ8,2.0,2.0,2.0,2.0,2.0,1.0,0.6666666666666666,0.6666666666666666,
2VDB,2.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.7272727272727273,
2VIS,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,
4CPA,2.0,2.0,1.5,1.5,1.7894736842105263,1.736842105263158,1.6428571428571428,1.6,
,1.993827160493827,1.0787037037037037,1.0636574074074074,1.1337962962962966,1.15984753550543,1.1949195399025134,1.2592403399646857,1.2813231159644052,average
